route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,wheelchair_accessible
10-0,CR_24_25-HD25H3B6-Samedi-00,42839344-CR_24_25-HD25H3B6-Samedi-00,Gare de Chantenay,0,4136617,1010148,1
10-0,CR_24_25-HD25H3B6-Samedi-00,42839345-CR_24_25-HD25H3B6-Samedi-00,Bd de Doulon,1,4136615,1011149,1
10-0,CR_24_25-HD25H3B6-Samedi-00,42839346-CR_24_25-HD25H3B6-Samedi-00,Gare de Chantenay,0,4136616,1010148,1
10-0,CR_24_25-HD25H3B6-Samedi-00,42839347-CR_24_25-HD25H3B6-Samedi-00,Bd de Doulon,1,4136617,1011149,1
10-0,CR_24_25-HD25H3B6-Samedi-00,42839348-CR_24_25-HD25H3B6-Samedi-00,Bd de Doulon,1,4136615,1011149,1
10-0,CR_24_25-HD25H3B6-Samedi-00,42839349-CR_24_25-HD25H3B6-Samedi-00,Bd de Doulon,1,4136616,1011149,1
10-0,CR_24_25-HD25H3B6-Samedi-00,42839350-CR_24_25-HD25H3B6-Samedi-00,Bd de Doulon,1,4136616,1011149,1
10-0,CR_24_25-HD25H3B6-Samedi-00,42839351-CR_24_25-HD25H3B6-Samedi-00,Gare de Chantenay,0,4136615,1010148,1
10-0,CR_24_25-HD25H3B6-Samedi-00,42839352-CR_24_25-HD25H3B6-Samedi-00,Bd de Doulon,1,4136614,1011149,1
10-0,CR_24_25-HD25H3B6-Samedi-00,42839353-CR_24_25-HD25H3B6-Samedi-00,Bd de Doulon,1,4136616,1011149,1
10-0,CR_24_25-HD25H3B6-Samedi-00,42839354-CR_24_25-HD25H3B6-Samedi-00,Gare de Chantenay,0,4136616,1010148,1
10-0,CR_24_25-HD25H3B6-Samedi-00,42839355-CR_24_25-HD25H3B6-Samedi-00,Bd de Doulon,1,4136615,1011149,1
10-0,CR_24_25-HD25H3B6-Samedi-00,42839356-CR_24_25-HD25H3B6-Samedi-00,Gare de Chantenay,0,4136614,1010148,1
10-0,CR_24_25-HD25H3B6-Samedi-00,42839357-CR_24_25-HD25H3B6-Samedi-00,Gare de Chantenay,0,4136615,1010148,1
10-0,CR_24_25-HD25H3B6-Samedi-00,42839358-CR_24_25-HD25H3B6-Samedi-00,Bd de Doulon,1,4136614,1011149,1
10-0,CR_24_25-HD25H3B6-Samedi-00,42839359-CR_24_25-HD25H3B6-Samedi-00,Gare de Chantenay,0,4136616,1010148,1
10-0,CR_24_25-HD25H3B6-Samedi-00,42839360-CR_24_25-HD25H3B6-Samedi-00,Bd de Doulon,1,4136615,1011149,1
10-0,CR_24_25-HD25H3B6-Samedi-00,42839361-CR_24_25-HD25H3B6-Samedi-00,Gare de Chantenay,0,4136617,1010148,1
