shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
C210836,47.257125,-1.575632,52242
C210836,47.257125,-1.575632,52251
C210836,47.260142,-1.574759,52252
C210836,47.260142,-1.574759,52261
C210836,47.261416,-1.574548,52262
C210836,47.261416,-1.574548,52271
C210836,47.264204,-1.576973,52272
C210836,47.264204,-1.576973,52281
C210836,47.263588,-1.579382,52282
C210836,47.263588,-1.579382,52291
C210836,47.261653,-1.584478,52292
NO104,47.228243,-1.561762,54492
NO104,47.228243,-1.561762,54501
NO104,47.225791,-1.559674,54502
NO104,47.225791,-1.559674,54511
NO104,47.222213,-1.556585,54512
NO104,47.222213,-1.556585,54521
NO104,47.221526,-1.556033,54522
NO104,47.221526,-1.556033,54531
NO104,47.219769,-1.555633,54532
NO104,47.219769,-1.555633,54541
NO104,47.218053,-1.557243,54542
NO104,47.218053,-1.557243,54551
NO104,47.216669,-1.556843,54552
NO104,47.216669,-1.556843,54561
NO104,47.214461,-1.555743,54562
NO104,47.214461,-1.555743,54571
NO104,47.210003,-1.555772,54572
NO104,47.210003,-1.555772,54581
NO104,47.204530,-1.555042,54582
NO104,47.204530,-1.555042,54591
NO104,47.204002,-1.560178,54592
NO104,47.204002,-1.560178,54601
NO104,47.204258,-1.565084,54602
NO104,47.204258,-1.565084,54611
NO104,47.203775,-1.569778,54612
NO104,47.203775,-1.569778,54621
NO104,47.200282,-1.573202,54622
NO105,47.228243,-1.561762,55022
NO105,47.228243,-1.561762,55031
NO105,47.225791,-1.559674,55032
NO105,47.225791,-1.559674,55041
NO105,47.222213,-1.556585,55042
NO105,47.222213,-1.556585,55051
NO105,47.221526,-1.556033,55052
NO105,47.221526,-1.556033,55061
NO105,47.219769,-1.555633,55062
NO105,47.219769,-1.555633,55071
NO105,47.218053,-1.557243,55072
NO105,47.218053,-1.557243,55081
NO105,47.216669,-1.556843,55082
NO105,47.216669,-1.556843,55091
NO105,47.214461,-1.555743,55092
2610472,47.224453,-1.571146,63182
2610472,47.224453,-1.571146,63191
2610472,47.227136,-1.570130,63192
2610472,47.227136,-1.570130,63201
2610472,47.229654,-1.569225,63202
2610472,47.229654,-1.569225,63211
2610472,47.231205,-1.568655,63212
2610472,47.231205,-1.568655,63221
2610472,47.233078,-1.566055,63222
2610472,47.233078,-1.566055,63231
2610472,47.236339,-1.563269,63232
2610472,47.236339,-1.563269,63241
2610472,47.240090,-1.559523,63242
2610472,47.240090,-1.559523,63251
2610472,47.241540,-1.556267,63252
2610472,47.241540,-1.556267,63261
2610472,47.243705,-1.557199,63262
2610472,47.243705,-1.557199,63271
2610472,47.244991,-1.561925,63272
2610472,47.244991,-1.561925,63281
2610472,47.247619,-1.567781,63282
2610472,47.247619,-1.567781,63291
2610472,47.249978,-1.568703,63292
2610472,47.249978,-1.568703,63301
2610472,47.251644,-1.565961,63302
2610472,47.251644,-1.565961,63311
2610472,47.253031,-1.560843,63312
2610472,47.253031,-1.560843,63321
2610472,47.252826,-1.556833,63322
2610472,47.252826,-1.556833,63331
2610472,47.252228,-1.552692,63332
2610472,47.252228,-1.552692,63341
2610472,47.252494,-1.548298,63342
2610472,47.252494,-1.548298,63351
2610472,47.252215,-1.545171,63352
2610472,47.252215,-1.545171,63361
2610472,47.251732,-1.540770,63362
2611473,47.227743,-1.570057,62732
2611473,47.227743,-1.570057,62741
2611473,47.223676,-1.571614,62742
2611473,47.223676,-1.571614,62751
2611473,47.221102,-1.572971,62752
2611473,47.221102,-1.572971,62761
2611473,47.219529,-1.571184,62762
2611473,47.219529,-1.571184,62771
2611473,47.217714,-1.569062,62772
2611473,47.217714,-1.569062,62781
2611473,47.216681,-1.567089,62782
2611473,47.216681,-1.567089,62791
2611473,47.215227,-1.564157,62792
2611473,47.215227,-1.564157,62801
2611473,47.215696,-1.559303,62802
2611473,47.215696,-1.559303,62811
2611473,47.214461,-1.555743,62812
2611473,47.214461,-1.555743,62821
2611473,47.210003,-1.555772,62822
2611473,47.210003,-1.555772,62831
2611473,47.205591,-1.554891,62832
2611473,47.205591,-1.554891,62841
2611473,47.203599,-1.552043,62842
2611473,47.203599,-1.552043,62851
2611473,47.201502,-1.553651,62852
2611473,47.201502,-1.553651,62861
2611473,47.200738,-1.545552,62862
2611473,47.200738,-1.545552,62871
2611473,47.201625,-1.543585,62872
2611473,47.201625,-1.543585,62881
2611473,47.203331,-1.541410,62882
2611473,47.203331,-1.541410,62891
2611473,47.203177,-1.539615,62892
2611473,47.203177,-1.539615,62901
2611473,47.202485,-1.537102,62902
2611473,47.202485,-1.537102,62911
2611473,47.203690,-1.534002,62912
2611473,47.203690,-1.534002,62921
2611473,47.205127,-1.531838,62922
2611473,47.205127,-1.531838,62931
2611473,47.207064,-1.532726,62932
2611473,47.207064,-1.532726,62941
2611473,47.208186,-1.529702,62942
2611473,47.208186,-1.529702,62951
2611473,47.209396,-1.527526,62952
2611473,47.209396,-1.527526,62961
2611473,47.210373,-1.525995,62962
